epoch,acc,certificate,loss,val_acc,val_certificate,val_loss
0,0.8337506677350427,0.0,-0.04647152102751355,0.9271,0.0003,-0.06715147557258606
1,0.8883713942307693,0.0005174946581196581,-0.061201647911061585,0.9419,0.0009,-0.07698156106472015
2,0.9034106092998396,0.0020543826830571885,-0.07145740726951735,0.9427,0.002,-0.08627889668941498
3,0.9086229946842805,0.003609625668449198,-0.0811837091962284,0.9479,0.0033,-0.09599954723119736
4,0.9129440438034188,0.005892761752136752,-0.0909603013155552,0.9483,0.0061,-0.10591386212110519
5,0.915319347974134,0.009887760556350253,-0.1021729221020963,0.9508,0.0115,-0.11627033574581146
6,0.9220254010057705,0.016042780749659168,-0.11186122821773438,0.9519,0.0176,-0.12679304280281067
7,0.9232438568376068,0.024272168803418804,-0.12201888518583061,0.9517,0.0259,-0.13716480836868286
8,0.9182859241452992,0.03281917735042735,-0.13114496858583558,0.9513,0.0366,-0.14764831509590148
9,0.923455056147884,0.04061329588114641,-0.1415185693226886,0.9514,0.046,-0.15825923428535463
10,0.9184361645299145,0.055505475427350424,-0.14930854820542866,0.9531,0.0637,-0.16897063810825347
11,0.9198217147435898,0.0712139423076923,-0.15906603943206307,0.9526,0.0901,-0.17928432161808014
12,0.9193251739535631,0.08923555376609103,-0.16636688968215543,0.9534,0.1182,-0.18954439346790314
13,0.919921875,0.11094417735042734,-0.17454535495012236,0.954,0.1434,-0.19833553650379182
14,0.9205562232905983,0.13167735042735043,-0.1828810449084665,0.9523,0.1726,-0.20702482709884643
15,0.9224852862493312,0.15956059387656316,-0.19141133470035224,0.9528,0.2007,-0.2153132228374481
16,0.9207899305555556,0.1796875,-0.19561040519267067,0.9534,0.2349,-0.22339878554344178
17,0.9199719551282052,0.199352297008547,-0.20002146928101525,0.9533,0.2635,-0.23021110467910766
18,0.9199605403002601,0.221609149301607,-0.2071816429471893,0.954,0.2917,-0.23706090097427368
19,0.9236611912393162,0.24579326923076922,-0.21415828324408612,0.9545,0.3217,-0.24326040077209474
20,0.9171173878205128,0.2663094284188034,-0.21728178890597108,0.9541,0.3459,-0.24884194374084473
21,0.9193753343715331,0.2837245853078627,-0.22071918204163662,0.9543,0.365,-0.2534878186225891
22,0.9248130341880342,0.29824385683760685,-0.2261365085012383,0.9553,0.3885,-0.25853463292121887
23,0.9214409722222222,0.31386885683760685,-0.22990704897759306,0.9548,0.4091,-0.26304079027175903
24,0.9194589352276059,0.33044074369727,-0.23224980284850058,0.9541,0.4289,-0.26755159711837767
25,0.9264155982905983,0.3449185363247863,-0.2376056115150961,0.9559,0.4488,-0.2712376561164856
26,0.9244791666666666,0.34889155982905984,-0.23707324769507107,0.9547,0.4653,-0.2749083469390869
27,0.9232544142208742,0.3707865168539326,-0.2426538032172133,0.9541,0.4814,-0.27846482090950014
28,0.9257478632478633,0.37364783653846156,-0.24452124663397798,0.9537,0.4976,-0.2817074384689331
29,0.9210570245726496,0.3885884081196581,-0.24611617876296368,0.953,0.5119,-0.2848832805633545
30,0.9243245050510408,0.3934423488815434,-0.2481830423531397,0.9538,0.5211,-0.28755232543945314
31,0.9268830128205128,0.4049479166666667,-0.2518294324350153,0.9538,0.5337,-0.29020841884613036
32,0.9221921741452992,0.40379607371794873,-0.24913436101160497,0.9549,0.5459,-0.29267582311630247
33,0.9244415462814339,0.4106474050453731,-0.2518966934973062,0.9545,0.5514,-0.2943310538291931
34,0.9238448183760684,0.42058961004273504,-0.2540838337288453,0.9539,0.5612,-0.29660263862609865
35,0.9227263621794872,0.426181891025641,-0.2551434689288975,0.9539,0.5661,-0.29893095664978026
36,0.9229701712464444,0.43072833067405153,-0.25663570869951213,0.9537,0.5729,-0.30055517826080325
37,0.9253973023504274,0.43626469017094016,-0.2586121094277781,0.9542,0.5822,-0.3026310203552246
38,0.9258814102564102,0.4397536057692308,-0.2596374954550694,0.9536,0.5875,-0.3040879564285278
39,0.9276685393258427,0.4481507490158336,-0.26201969995863494,0.9535,0.5961,-0.3061107855796814
40,0.9247963408119658,0.4543770032051282,-0.26259776160248327,0.9539,0.6015,-0.3075105877876282
41,0.9226595886752137,0.44931891025641024,-0.26172031857009626,0.9546,0.6068,-0.3090472930908203
42,0.9254447565543071,0.46044007489042144,-0.26427405259391085,0.9544,0.6136,-0.3102358812332153
43,0.9243956997863247,0.4599525908119658,-0.2639606828427213,0.956,0.6185,-0.31218654527664186
44,0.9249465811965812,0.46404246794871795,-0.2654868309887556,0.9552,0.6203,-0.3132099437713623
45,0.9265482879501412,0.468599518459069,-0.26718512644673365,0.9548,0.6215,-0.31429196434020995
46,0.9229600694444444,0.47036925747863245,-0.2668275396283875,0.9543,0.63,-0.3158961956501007
47,0.9248130341880342,0.4736411591880342,-0.2681224042088048,0.9556,0.6337,-0.31704247879981995
48,0.924424826205893,0.4733313268649508,-0.2680402497131599,0.9554,0.6356,-0.31746289134025574
49,0.9290030715811965,0.4766125801282051,-0.270711810192746,0.9551,0.6407,-0.3185723331928253
50,0.9246461004273504,0.47925013354700857,-0.2706683834330139,0.9537,0.6422,-0.31930960083007814
51,0.9256955591544166,0.4832463883792353,-0.27117403274937196,0.9564,0.6445,-0.320147584104538
52,0.9236444978632479,0.4839409722222222,-0.27044993129550904,0.9553,0.6519,-0.32136083602905274
53,0.9222756410256411,0.4854934561965812,-0.270174329670576,0.9561,0.6506,-0.32161169905662534
54,0.9268659711075441,0.48650682178201876,-0.2720896513816697,0.9564,0.6514,-0.32256541147232054
55,0.9251635950854701,0.49041800213675213,-0.2735281067653599,0.9558,0.6516,-0.32323821535110475
56,0.9274839743589743,0.4967948717948718,-0.2758571794336168,0.9555,0.6561,-0.32390387315750124
57,0.9283039059276693,0.49339553237025147,-0.27516144542785936,0.9552,0.6561,-0.3246735654830933
58,0.9245626335470085,0.4988147702991453,-0.2754173999986587,0.955,0.6585,-0.3255626220226288
59,0.9243456196581197,0.49781316773504275,-0.27596687057461494,0.9552,0.6614,-0.3264135667800903
60,0.924775949705725,0.5034109149596601,-0.27607647007069147,0.9558,0.6619,-0.3266177098751068
61,0.9282017895299145,0.5051415598290598,-0.2785420334683015,0.9547,0.6613,-0.3273570611000061
62,0.9286692040598291,0.5041566506410257,-0.278705281452236,0.9548,0.6641,-0.32769210138320926
63,0.9283875066561773,0.5009196093849092,-0.2773576631241141,0.955,0.6671,-0.3285622076511383
64,0.9297876602564102,0.5116853632478633,-0.28123448693599457,0.954,0.6693,-0.3285518720626831
65,0.9273671207264957,0.5046741452991453,-0.2783774899111854,0.9542,0.6711,-0.3290967438697815
66,0.928253745318352,0.5134931782339268,-0.28090450850127535,0.9552,0.6725,-0.32983320150375367
67,0.9241953792735043,0.5070612980769231,-0.27807326191383547,0.955,0.6763,-0.33027977442741396
68,0.9266659989316239,0.5067775106837606,-0.278705157753494,0.956,0.6739,-0.33022878732681277
69,0.9269662921348315,0.5145298287535556,-0.28087297903145614,0.9558,0.677,-0.33106706247329715
70,0.9265658386752137,0.5174779647435898,-0.2819002075518808,0.9558,0.6769,-0.3314490454673767
71,0.9273003472222222,0.5177617521367521,-0.2820207787056764,0.9553,0.681,-0.33197989320755006
72,0.9310961744567173,0.5112693954305001,-0.28033457475591306,0.9553,0.6809,-0.3322977717876434
73,0.9297208867521367,0.5155749198717948,-0.28149022980250865,0.9551,0.6823,-0.3326364079475403
74,0.9267327724358975,0.5152243589743589,-0.28128962451194084,0.9567,0.6826,-0.33291834149360655
75,0.9291566346596115,0.5239600052866724,-0.28482021314055606,0.9558,0.6832,-0.3335622480392456
76,0.9272168803418803,0.5168770032051282,-0.2819070752678264,0.9556,0.683,-0.3335238809585571
77,0.9279180021367521,0.5169938568376068,-0.28271563749155426,0.9551,0.6857,-0.3338624950885773
78,0.9307116105506738,0.5198635633072156,-0.28411192314199996,0.9543,0.6861,-0.3339629821777344
79,0.9285022702991453,0.5231203258547008,-0.2840362197886675,0.9554,0.6874,-0.3347111827850342
80,0.9256477029914529,0.5196314102564102,-0.28259511432077133,0.9546,0.6896,-0.3351302631855011
81,0.9299090422685928,0.5257657837937898,-0.28539216711343834,0.9562,0.6926,-0.3357904773235321
82,0.9314903846153846,0.5308827457264957,-0.2879977782185261,0.9561,0.6911,-0.3361920753955841
83,0.9261985844017094,0.5252403846153846,-0.2850552414281246,0.9554,0.6937,-0.33667987098693847
84,0.9281701444622793,0.5203150080256822,-0.28490525976804054,0.9564,0.694,-0.33738550634384157
85,0.9297375801282052,0.5345719818376068,-0.28799845520247763,0.957,0.6956,-0.3377008505344391
86,0.931373530982906,0.5385783920940171,-0.2902441515754431,0.9573,0.6978,-0.3379480692863464
87,0.9298254414444113,0.5317014445909017,-0.2871366696538869,0.957,0.6986,-0.338122909784317
88,0.9322415865384616,0.5283954326923077,-0.28700626437735355,0.9569,0.7004,-0.33813686685562133
89,0.9307224893162394,0.5334535256410257,-0.2876596157240052,0.9568,0.702,-0.33857898297309874
90,0.9301765649761344,0.53395866780054,-0.2893440868045762,0.9572,0.7015,-0.3389823281288147
91,0.9323918269230769,0.5312833867521367,-0.28805587905594426,0.9569,0.7019,-0.3397260139942169
92,0.9297876602564102,0.5352230235042735,-0.2895226714511712,0.9573,0.7036,-0.3395657637119293
93,0.9306447298020332,0.5367007758159443,-0.2891677558709109,0.9576,0.7052,-0.340080846786499
94,0.9308226495726496,0.5374766292735043,-0.2897067087200972,0.9576,0.7053,-0.3402705572128296
95,0.9328592414529915,0.5314670138888888,-0.2890743233072452,0.9583,0.7062,-0.3404295500278473
96,0.9323836276083467,0.5410647405986163,-0.29106433363506795,0.9576,0.707,-0.34075258975028994
97,0.9287526709401709,0.5374265491452992,-0.2885558230754657,0.959,0.7067,-0.3411085831642151
98,0.9319577991452992,0.534004407051282,-0.2897220713078466,0.9582,0.7085,-0.3411850079536438
99,0.9310794542217203,0.5455959069020867,-0.29210361876610197,0.958,0.7075,-0.34172870121002197
100,0.9310396634615384,0.5377437232905983,-0.2904622540132612,0.9584,0.7089,-0.3419745729446411
101,0.9325253739316239,0.5354901175213675,-0.2902111114981847,0.9587,0.711,-0.3423356158256531
102,0.9312299357945425,0.5394930444406659,-0.29112132655037093,0.9594,0.7116,-0.3424083233833313
103,0.9322749732905983,0.5419671474358975,-0.2923407688991636,0.9591,0.7107,-0.34241664547920225
104,0.9304720886752137,0.5432525373931624,-0.29152260975450534,0.9588,0.7123,-0.34252083940505984
105,0.9344234885284134,0.5425528357091468,-0.2935137044401204,0.9587,0.7126,-0.34299525656700136
106,0.9302383814102564,0.5444210737179487,-0.291439317071285,0.9588,0.7136,-0.3432789179801941
107,0.9325253739316239,0.5438701923076923,-0.29263699347646827,0.9579,0.714,-0.3433593065738678
108,0.932584269758595,0.5460640716960942,-0.29312630464138995,0.9578,0.7148,-0.34346059765815734
109,0.9314736912393162,0.5420005341880342,-0.29214145061679375,0.9576,0.7183,-0.34372890796661376
110,0.9323584401709402,0.5472088675213675,-0.293190671911097,0.9578,0.717,-0.34395975799560546
111,0.9319656233598741,0.5425193954145545,-0.2919283218725663,0.9585,0.7176,-0.3447447630882263
112,0.9346955128205128,0.5493790064102564,-0.29487649268574184,0.9584,0.7183,-0.34449431004524234
113,0.9350460737179487,0.5535690438034188,-0.29671967609061134,0.9581,0.7192,-0.3454037838459015
114,0.9320993846976993,0.5482544141252006,-0.2931457224091213,0.9584,0.718,-0.34535738887786865
115,0.9329427083333334,0.5459902510683761,-0.2951092375521986,0.9578,0.721,-0.34546195449829104
116,0.9323751335470085,0.5524005074786325,-0.2951362722704553,0.9581,0.7189,-0.3457292040348053
117,0.9341058052434457,0.5550428036383093,-0.296240140117382,0.9583,0.7181,-0.3459117537498474
118,0.9330428685897436,0.5521501068376068,-0.2961170707120855,0.9578,0.72,-0.34586181144714356
119,0.9322749732905983,0.5476595886752137,-0.2941831722855568,0.9567,0.7206,-0.3460680149078369
120,0.9329688336327473,0.5501772338148743,-0.2948206020843032,0.9578,0.7208,-0.34613262720108035
121,0.9321247329059829,0.547409188034188,-0.29387852024191463,0.9573,0.7222,-0.3460383031845093
122,0.9330929487179487,0.5560563568376068,-0.2965057123547945,0.9569,0.723,-0.346304306602478
123,0.9366138308937375,0.5506453986726642,-0.296377310831321,0.9579,0.7231,-0.3466769962310791
124,0.9334602029914529,0.5519163995726496,-0.29519795104224456,0.9574,0.7249,-0.34681991443634036
125,0.931640625,0.5504306891025641,-0.29463698835963875,0.9579,0.7238,-0.3467525698661804
126,0.933637640417547,0.5454621456280438,-0.2945827224504635,0.9579,0.7253,-0.3472421275138855
127,0.9320078792735043,0.5504807692307693,-0.29417193801993996,0.9582,0.7246,-0.34725722370147705
128,0.9352964743589743,0.5558059561965812,-0.2962318462693793,0.9578,0.725,-0.34734925374984743
129,0.9354601390799333,0.5521669342053517,-0.2960652515906073,0.9574,0.7271,-0.3472649604797363
130,0.9346788194444444,0.5617988782051282,-0.2978575597716193,0.958,0.7261,-0.3475910216331482
131,0.9316072382478633,0.5495459401709402,-0.2953188779135036,0.9581,0.7277,-0.3475369731426239
132,0.9345739699736708,0.551397806217863,-0.29583188755873246,0.9592,0.7268,-0.34787654933929446
133,0.9363982371794872,0.5593115651709402,-0.2979769806067149,0.959,0.7287,-0.3482454655647278
134,0.9345285790598291,0.5519998664529915,-0.2959918643419559,0.9579,0.7286,-0.34842883806228636
135,0.9356607812620727,0.5569154628781217,-0.2975172949003114,0.9585,0.7308,-0.34858394384384156
136,0.9351796207264957,0.5555722489316239,-0.2970249902488839,0.9579,0.7284,-0.34845894870758054
137,0.9351462339743589,0.5517327724358975,-0.2958708504198963,0.9585,0.7298,-0.3488839044094086
138,0.9357945425361156,0.5558119315301243,-0.2982883391500221,0.959,0.7305,-0.3489622218608856
139,0.9340110844017094,0.5585269764957265,-0.29853985700597113,0.9595,0.7305,-0.3491492667198181
140,0.9357471955128205,0.5545038728632479,-0.298126190327681,0.9595,0.7299,-0.3495483718395233
141,0.934490369277054,0.5585707597964712,-0.29765481032618485,0.9593,0.7313,-0.3497666711807251
142,0.9376335470085471,0.5557057959401709,-0.2983584451751831,0.9589,0.7329,-0.3497240122795105
143,0.9332932692307693,0.5528011485042735,-0.29561421568067664,0.9593,0.7329,-0.3498306416034698
144,0.9363797484329514,0.5593231675011261,-0.298187925686104,0.9592,0.7332,-0.34969188957214353
145,0.9339610042735043,0.5585269764957265,-0.2970062755366676,0.9586,0.7347,-0.34952024960517886
146,0.9349626068376068,0.5592781784188035,-0.2982388003132282,0.9586,0.734,-0.3496631360530853
147,0.9341894061951921,0.5510968432635659,-0.29625493709003947,0.9585,0.7331,-0.350033947467804
148,0.9342614850427351,0.5594784989316239,-0.29800028366665554,0.9592,0.7354,-0.35059445757865904
149,0.9339943910256411,0.5671407585470085,-0.30016995915490335,0.9585,0.7337,-0.3507180675983429
150,0.9365302300057735,0.5658105938366992,-0.30084835095734697,0.9585,0.7354,-0.35103393325805665
151,0.9350460737179487,0.5629173344017094,-0.30013265760026425,0.9598,0.7362,-0.35146329154968264
152,0.9332932692307693,0.557792467948718,-0.29852238851479995,0.9593,0.7382,-0.35152696294784547
153,0.9335038790797218,0.5657437132794058,-0.29988604662825297,0.9596,0.7366,-0.3517373798370361
154,0.9353632478632479,0.5637520032051282,-0.29962216082037,0.96,0.7376,-0.3520786280632019
155,0.9347789797008547,0.5616486378205128,-0.29930218232747835,0.9596,0.738,-0.352197118806839
156,0.9354266987693954,0.5622324771967847,-0.30010376198525224,0.9592,0.7369,-0.352047373008728
157,0.9356470352564102,0.5704126602564102,-0.30051984122166264,0.9585,0.7398,-0.35229580240249636
158,0.9354801014957265,0.5694945245726496,-0.30184881274516767,0.9593,0.741,-0.35283339314460754
159,0.935827982942327,0.5660112359550562,-0.3015238591666653,0.9597,0.7388,-0.35253707790374755
160,0.9329760950854701,0.5678919604700855,-0.3006697442923856,0.9594,0.7387,-0.3524602982997894
161,0.9399539262820513,0.5661224626068376,-0.3027511496956532,0.9597,0.7406,-0.3529824706554413
162,0.935008694552814,0.5649077046548957,-0.3012131829514358,0.9598,0.74,-0.35283280868530276
163,0.9377170138888888,0.5627837873931624,-0.30074802505919057,0.9596,0.7428,-0.3528929552078247
164,0.9353799412393162,0.566673344017094,-0.3015604871205794,0.9599,0.7436,-0.35298113489151
165,0.9346742911604141,0.5696395131723966,-0.3013561106321326,0.9598,0.7418,-0.3527570222854614
166,0.9357638888888888,0.5665731837606838,-0.3011914290742487,0.9602,0.7422,-0.3534607563495636
167,0.9359809027777778,0.5702958066239316,-0.30141134954925275,0.9599,0.7423,-0.35345302057266237
168,0.9375,0.5667803638309257,-0.3019854110182767,0.9598,0.742,-0.35367472229003905
169,0.9352630876068376,0.568359375,-0.3021329550597912,0.9598,0.7426,-0.3538963775634766
170,0.9375500801282052,0.5710637019230769,-0.3026243180800707,0.9594,0.7422,-0.35353761606216433
171,0.9337045211661876,0.567031166399144,-0.30076854575949596,0.9596,0.7417,-0.3532873685836792
172,0.9334101228632479,0.5643195779914529,-0.3009095386498504,0.9594,0.7422,-0.35327737369537354
173,0.9352964743589743,0.5676916399572649,-0.30094947538569444,0.9597,0.7439,-0.3535834379196167
174,0.9356775012419402,0.566713483241741,-0.3008645882320761,0.9604,0.7432,-0.35349710445404053
175,0.9355802617521367,0.5623163728632479,-0.2995046272746518,0.96,0.7441,-0.35346349906921387
176,0.9339276175213675,0.5701789529914529,-0.30238407391768235,0.9601,0.7446,-0.35402974529266357
177,0.9347578918889221,0.5687533439704605,-0.3008628369908463,0.9604,0.746,-0.35370748891830445
178,0.9345786591880342,0.5687934027777778,-0.3013022987761049,0.9612,0.7447,-0.35446491746902464
179,0.935012686965812,0.5664396367521367,-0.30146403763538754,0.9614,0.7443,-0.35404472970962525
180,0.9377340824926773,0.5663623596462354,-0.3014194746270034,0.961,0.7448,-0.3542856840133667
181,0.935279780982906,0.5703125,-0.30144866785177815,0.9608,0.7438,-0.3538487446784973
182,0.9352297008547008,0.5689937232905983,-0.30160855998595554,0.9607,0.7447,-0.3543107935905457
183,0.9347578919208133,0.5700240771422226,-0.30292557193481584,0.9612,0.745,-0.3544762174129486
184,0.9354133279914529,0.5696280715811965,-0.30185795944725347,0.9601,0.7442,-0.35447839193344116
185,0.9351295405982906,0.5688768696581197,-0.3018778589928252,0.9606,0.7445,-0.3543688113212585
186,0.9320659443552702,0.5705256821192032,-0.30141501186874986,0.9588,0.7462,-0.35456236543655395
187,0.9355134882478633,0.5676415598290598,-0.3016633474164539,0.9598,0.7441,-0.3544979148387909
188,0.9388187767094017,0.5720319177350427,-0.3032948033422486,0.9593,0.7482,-0.35488275814056397
189,0.9384697698985529,0.5714452915678948,-0.3035549627484454,0.9595,0.7466,-0.3552579022884369
190,0.9346287393162394,0.571731436965812,-0.3025760769079893,0.9608,0.7464,-0.35508559560775754
191,0.9359642094017094,0.5792935363247863,-0.3051349844815385,0.9602,0.7483,-0.35553503799438474
192,0.935192616436174,0.579654895570458,-0.30380006323465375,0.9603,0.7478,-0.35592413034439085
193,0.9392194177350427,0.5779413728632479,-0.3046947916348775,0.9604,0.7485,-0.35565218744277954
194,0.9355969551282052,0.5730168269230769,-0.3028340373411138,0.9599,0.7478,-0.35583565950393675
195,0.9383527287319422,0.5741205190419513,-0.3044812006227086,0.9612,0.7467,-0.35561022243499757
196,0.9332264957264957,0.5695946848290598,-0.3023984115729984,0.9608,0.7481,-0.35558039784431456
197,0.9392861912393162,0.5755709134615384,-0.3046609364513658,0.96,0.7465,-0.35565001282691955
198,0.9387038522317742,0.5748562065913372,-0.30495632313482895,0.9605,0.7456,-0.35575387344360354
199,0.9364149305555556,0.5769063835470085,-0.30551805913957775,0.9602,0.7484,-0.3558666452884674
200,0.9377003205128205,0.5812132745726496,-0.3055783810141759,0.9611,0.7488,-0.35648957862854
201,0.9395398608881755,0.5772639112143417,-0.3055695082460131,0.9611,0.7469,-0.3561717525959015
202,0.9337272970085471,0.577857905982906,-0.3051192163147478,0.9609,0.748,-0.3563453722476959
203,0.9373998397435898,0.5798444177350427,-0.30500446572008294,0.9605,0.748,-0.35584985513687134
204,0.9357443821181455,0.5725989833179166,-0.3030856339736314,0.9596,0.7505,-0.3558803426742554
205,0.9368489583333334,0.5763388087606838,-0.3048881107670629,0.9605,0.7507,-0.35672610177993774
206,0.9373664529914529,0.5744357638888888,-0.3051018506352209,0.9603,0.7503,-0.35706492090225217
207,0.939222177635099,0.5757590958050319,-0.3053939343933883,0.9602,0.7507,-0.3567431163787842
208,0.9375333867521367,0.5727831196581197,-0.30364618507715374,0.9602,0.7492,-0.356541682100296
209,0.9361478365384616,0.5765224358974359,-0.30390404814328903,0.9603,0.7498,-0.3566256996631622
210,0.934791332358916,0.5765282235533365,-0.304864309732132,0.9609,0.7519,-0.3565445689678192
211,0.9379674145299145,0.5771567841880342,-0.30533313216307223,0.9611,0.7521,-0.3567710834026337
212,0.9400874732905983,0.5770065438034188,-0.3063129255404839,0.9611,0.7534,-0.35688510642051696
213,0.9357945426317892,0.5769127875869449,-0.3051255683231762,0.9604,0.7519,-0.35722526755332945
214,0.9384014423076923,0.5773404113247863,-0.3064732537565068,0.9608,0.7512,-0.35695584383010864
215,0.9389022435897436,0.5757545405982906,-0.3068509366140406,0.9611,0.7526,-0.35752750716209414
216,0.9383527286362686,0.5810092295664017,-0.306522415483489,0.9608,0.7523,-0.3574399507522583
217,0.9377837873931624,0.5836171207264957,-0.3067471714865448,0.9605,0.7523,-0.35760103845596314
218,0.937232905982906,0.5808293269230769,-0.30644061741156453,0.9604,0.7537,-0.35771078419685365
219,0.936128945864733,0.5742710005350454,-0.3057840033735803,0.961,0.7544,-0.3578393066883087
220,0.939987313034188,0.5819978632478633,-0.3069476852686996,0.9614,0.7556,-0.35820707006454466
221,0.9400040064102564,0.5858540331196581,-0.3081969747431258,0.9612,0.7537,-0.35822193303108213
222,0.9358781434240795,0.5835506955591225,-0.3068911911747301,0.9601,0.7537,-0.3582433780670166
223,0.9398036858974359,0.5802116720085471,-0.30729335100732297,0.9608,0.7535,-0.3579362352371216
224,0.9384014423076923,0.5744023771367521,-0.3059020790661502,0.9609,0.7546,-0.35821449389457705
225,0.9374331192194681,0.5857911985018727,-0.30740387226694593,0.9604,0.7536,-0.35814049224853517
226,0.9403712606837606,0.5898938301282052,-0.3098247848514818,0.9611,0.7543,-0.3579597147464752
227,0.9375667735042735,0.5777744391025641,-0.3057905585847349,0.9607,0.7553,-0.35831538195610046
228,0.9367475921996715,0.5735353129697139,-0.30426407212749274,0.9611,0.7524,-0.35794069595336914
229,0.9372162126068376,0.5800280448717948,-0.3068754251441385,0.9606,0.7558,-0.3576493043899536
230,0.9379173344017094,0.5733340010683761,-0.3052456650851119,0.96,0.7534,-0.35785339646339415
231,0.9363797485605161,0.5843031032956686,-0.30704899172913014,0.9601,0.7544,-0.35797415585517883
232,0.9384515224358975,0.580612313034188,-0.30705233491384065,0.9607,0.7553,-0.35795393581390383
233,0.9370325854700855,0.5771400908119658,-0.30541058387766534,0.9602,0.7557,-0.3575591917514801
234,0.9405597913322632,0.5833500536002215,-0.3072541341097869,0.9607,0.7549,-0.357678475189209
235,0.9394865117521367,0.5813635149572649,-0.3071409549213882,0.9591,0.7573,-0.35780869245529173
236,0.9388688568376068,0.5779580662393162,-0.305101091408322,0.9602,0.7598,-0.35823296785354614
237,0.9363630283574104,0.5810259496738338,-0.3068495923149962,0.9606,0.7584,-0.3585929261684418
238,0.9384181356837606,0.5806623931623932,-0.3062672054028919,0.9607,0.7592,-0.3580821273326874
239,0.9384181356837606,0.5829660790598291,-0.30689856690219325,0.9612,0.7608,-0.35843684873580933
240,0.9389880952699864,0.5817449170360596,-0.3072617424082922,0.9605,0.7591,-0.35858697652816773
241,0.9344451121794872,0.5764556623931624,-0.3051850282483631,0.9609,0.7581,-0.35840081577301025
242,0.9371661324786325,0.5790431356837606,-0.30602660151118904,0.9609,0.7575,-0.35806067361831667
243,0.938419609353018,0.584386704087959,-0.30846430496011207,0.9614,0.7569,-0.3585749682426453
244,0.9359809027777778,0.5774739583333334,-0.3064121878427318,0.9611,0.7586,-0.3582874295711517
245,0.9367487980769231,0.5815638354700855,-0.30615071149972767,0.9615,0.7596,-0.3591319960594177
246,0.9404594702093023,0.5803069824072816,-0.30726329871458824,0.9612,0.7594,-0.3587367488861084
247,0.9402043269230769,0.588424813034188,-0.3086084449011037,0.9608,0.7604,-0.358923720741272
248,0.9382678952991453,0.5829493856837606,-0.306940974906469,0.9611,0.758,-0.3591014733314514
249,0.9394729802033173,0.5819121187800963,-0.30777445138935866,0.9609,0.7609,-0.35945304737091066
